0.000,0.006,0.002,0.034,135.619,17.009
1.000,0.003,0.002,0.026,136.430,40.710
2.000,0.005,0.001,0.015,135.619,64.618
3.000,0.007,-0.007,0.007,135.619,88.366
4.000,0.010,-0.002,-0.002,135.619,112.071
5.000,0.014,0.057,-0.009,135.619,135.781
6.000,-0.037,-0.005,0.003,135.619,135.781
7.000,-0.040,-0.009,-0.005,135.619,135.619
8.000,-0.037,-0.005,-0.002,135.619,135.619
9.000,-0.037,-0.008,0.000,135.619,135.619
10.000,-0.039,-0.013,0.000,136.430,135.619
11.000,0.016,-0.006,-0.013,135.619,135.781
12.000,0.019,-0.005,-0.007,135.619,135.781
13.000,0.016,-0.008,-0.010,136.430,135.781
14.000,0.016,0.002,-0.013,135.619,135.943
15.000,0.017,-0.005,-0.013,136.430,135.943
16.000,0.019,0.005,-0.010,135.619,135.943
17.000,0.019,0.000,-0.010,135.619,135.943
18.000,0.020,0.004,-0.014,135.619,135.943
19.000,0.020,-0.002,-0.013,135.619,135.781
20.000,0.019,0.003,-0.014,135.619,135.781
21.000,0.018,-0.002,-0.013,135.619,135.619
22.000,0.018,0.006,-0.009,135.619,135.619
23.000,0.017,0.001,-0.005,135.619,135.619
24.000,0.016,-0.003,-0.006,135.619,135.619
25.000,0.017,-0.003,-0.006,135.619,135.619
26.000,0.017,-0.002,-0.010,135.619,135.619
27.000,0.016,-0.002,-0.013,135.619,135.619
28.000,0.016,-0.005,-0.013,135.619,135.619
29.000,0.017,0.005,-0.015,135.619,135.619
30.000,0.016,0.004,-0.013,135.619,135.619
31.000,0.016,-0.001,-0.009,18.136,135.619
32.000,0.020,0.007,-0.007,19.821,112.122
33.000,0.018,-0.006,-0.005,19.821,88.963
34.000,0.019,-0.002,-0.003,19.251,65.803
35.000,0.023,-0.009,-0.004,18.960,42.530
36.000,0.022,0.001,-0.006,18.960,19.198
37.000,0.019,-0.003,-0.007,19.014,19.363
38.000,0.020,0.007,-0.010,18.942,19.201
39.000,0.019,0.002,-0.007,18.960,19.026
40.000,0.016,0.005,-0.006,18.978,18.968
41.000,0.019,-0.005,-0.007,18.978,18.971
